Financial Year,Reporting Period,Activity Month,Breakdown,CCG code,CCG name,Provider code,Provider name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2025-26,13,Apr 2025,CCGProv,00L,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,00R,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,00T,NHS GREATER MANCHESTER ICB - 00T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,00V,NHS GREATER MANCHESTER ICB - 00V,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Apr 2025,CCGProv,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,00Y,NHS GREATER MANCHESTER ICB - 00Y,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,01G,NHS GREATER MANCHESTER ICB - 01G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,01H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,01J,NHS CHESHIRE AND MERSEYSIDE ICB - 01J,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,*,0,0,0,*,0,0,0,0,*,*
2025-26,13,Apr 2025,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,01V,NHS CHESHIRE AND MERSEYSIDE ICB - 01V,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,01W,NHS GREATER MANCHESTER ICB - 01W,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,02E,NHS CHESHIRE AND MERSEYSIDE ICB - 02E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,02G,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,02H,NHS GREATER MANCHESTER ICB - 02H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,02P,NHS SOUTH YORKSHIRE ICB - 02P,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,Apr 2025,CCGProv,02T,NHS WEST YORKSHIRE ICB - 02T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,02X,NHS SOUTH YORKSHIRE ICB - 02X,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,02Y,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,03F,NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,03H,NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,03K,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,*,*,0,0,*
2025-26,13,Apr 2025,CCGProv,03N,NHS SOUTH YORKSHIRE ICB - 03N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,03Q,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,03Q,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,0,*,0,*,0,0,0,0,*,*,0,*,0,*,*
2025-26,13,Apr 2025,CCGProv,03W,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,0,*,*,0,*,0,0,*,*,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,03W,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,04C,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,*,0,*,*,*,0,*,0,*,0,*,0,*,*,*,0
2025-26,13,Apr 2025,CCGProv,04C,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04C",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,0
2025-26,13,Apr 2025,CCGProv,04V,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,04V,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 04V",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,05W,NHS STAFFORDSHIRE AND STOKE-ON-TRENT ICB - 05W,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,*,*,*,0,0,0,*,0,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,0,*,*,0,*,*,0,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,06K,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,0,0,0,*,0,0,*,*,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,06K,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06K,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,06L,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,06L,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,0,*,0,*,0,*,0,*,*,*,0,*,0,*,0,*,0,*,*
2025-26,13,Apr 2025,CCGProv,06N,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,0,*,0,*,0,0,0,0,*,*,0,*,0,*,0
2025-26,13,Apr 2025,CCGProv,06N,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 06N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,06Q,NHS MID AND SOUTH ESSEX ICB - 06Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,0,*,*,0,*,0,0,*,*,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,06Q,NHS MID AND SOUTH ESSEX ICB - 06Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0
2025-26,13,Apr 2025,CCGProv,06T,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,0,*,*,0,0,0,0,*,*,0,0,*,*,0,0,0
2025-26,13,Apr 2025,CCGProv,06T,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 06T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,*,*,0,0,*,*,*,0,*,*,*,*,0
2025-26,13,Apr 2025,CCGProv,07G,NHS MID AND SOUTH ESSEX ICB - 07G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,07G,NHS MID AND SOUTH ESSEX ICB - 07G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,*,*,0,*,*,0,*,*,*,*,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,07H,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,07H,NHS HERTFORDSHIRE AND WEST ESSEX ICB - 07H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,*,*,0,*,0,0,0,0,*,*,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,07K,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,07K,NHS SUFFOLK AND NORTH EAST ESSEX ICB - 07K,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,09D,NHS SUSSEX ICB - 09D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,*,0,0,0,*,0,0,0,0,*,*
2025-26,13,Apr 2025,CCGProv,09D,NHS SUSSEX ICB - 09D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,*,*,10,*,10,15,*,10,*,*,*,*,10,*,20,25,*,15,*
2025-26,13,Apr 2025,CCGProv,10Q,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,10Q,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,*,*,0,*,0,0,0,0,*,*,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,10R,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,10R,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - 10R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,*,*,0,0,*
2025-26,13,Apr 2025,CCGProv,11J,NHS DORSET ICB - 11J,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,11J,NHS DORSET ICB - 11J,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,*,*,0,*,*,0,*,*,*,*,*,*,*,*,*
2025-26,13,Apr 2025,CCGProv,11M,NHS GLOUCESTERSHIRE ICB - 11M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,11M,NHS GLOUCESTERSHIRE ICB - 11M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,11N,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Apr 2025,CCGProv,11N,NHS CORNWALL AND THE ISLES OF SCILLY ICB - 11N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,11X,NHS SOMERSET ICB - 11X,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,11X,NHS SOMERSET ICB - 11X,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,12F,NHS CHESHIRE AND MERSEYSIDE ICB - 12F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,13Q,NATIONAL COMMISSIONING HUB 1,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,*,*,10,*,10,0,0,*,*,0,*,10,10,*,10,0
2025-26,13,Apr 2025,CCGProv,13Q,NATIONAL COMMISSIONING HUB 1,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,*,10,*,20,0,0,*,*,*,*,10,10,*,20,0
2025-26,13,Apr 2025,CCGProv,13T,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Apr 2025,CCGProv,13T,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,14L,NHS GREATER MANCHESTER ICB - 14L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,14L,NHS GREATER MANCHESTER ICB - 14L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,14M,LONDON - H&J COMMISSIONING HUB,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,14Y,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0
2025-26,13,Apr 2025,CCGProv,14Y,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,0,*,0,0,*,*,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0
2025-26,13,Apr 2025,CCGProv,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,*,*,0,*,0,0,0,0,*,*,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,15E,NHS BIRMINGHAM AND SOLIHULL ICB - 15E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,*,0,*,0,*,0,0,*,*,0,*,0,*,0,*,0
2025-26,13,Apr 2025,CCGProv,15E,NHS BIRMINGHAM AND SOLIHULL ICB - 15E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,15F,NHS WEST YORKSHIRE ICB - 15F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,15F,NHS WEST YORKSHIRE ICB - 15F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,15M,NHS DERBY AND DERBYSHIRE ICB - 15M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,*,0,*,*,0,*,0,*,0,*,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,15M,NHS DERBY AND DERBYSHIRE ICB - 15M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Apr 2025,CCGProv,15N,NHS DEVON ICB - 15N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,15,0,0,0,0,*,0,*,*,0,15,0
2025-26,13,Apr 2025,CCGProv,15N,NHS DEVON ICB - 15N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,10,0,0,0,0,*,0,*,*,0,10,0
2025-26,13,Apr 2025,CCGProv,16C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Apr 2025,CCGProv,16C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Apr 2025,CCGProv,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Apr 2025,CCGProv,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,26A,NHS NORFOLK AND WAVENEY ICB - 26A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Apr 2025,CCGProv,26A,NHS NORFOLK AND WAVENEY ICB - 26A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,0,*,*,0,*,*,*,0,*,*,0,*,*
2025-26,13,Apr 2025,CCGProv,27D,NHS CHESHIRE AND MERSEYSIDE ICB - 27D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,27D,NHS CHESHIRE AND MERSEYSIDE ICB - 27D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,36J,NHS WEST YORKSHIRE ICB - 36J,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Apr 2025,CCGProv,36J,NHS WEST YORKSHIRE ICB - 36J,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,Apr 2025,CCGProv,36L,NHS SOUTH WEST LONDON ICB - 36L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,*,10,0,0,*,*,*,0,10,10,*,15,*
2025-26,13,Apr 2025,CCGProv,36L,NHS SOUTH WEST LONDON ICB - 36L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,*,*,15,*,10,10,*,25,*,*,*,*,15,*,15,15,*,30,*
2025-26,13,Apr 2025,CCGProv,42D,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,*,*,*,*,*,*,0,*,0,*,*,*,*,*,*,*,0
2025-26,13,Apr 2025,CCGProv,42D,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
2025-26,13,Apr 2025,CCGProv,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,*,0,0,0,*,0,*,*,0,*,*
