Financial Year,Reporting Period,Activity Month,Breakdown,CCG code,CCG name,Provider code,Provider name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2025-26,13,Dec 2025,CCGProv,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0,0,0
2025-26,13,Dec 2025,CCGProv,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,15E,NHS BIRMINGHAM AND SOLIHULL ICB - 15E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,15F,NHS WEST YORKSHIRE ICB - 15F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0,0,0
2025-26,13,Dec 2025,CCGProv,15F,NHS WEST YORKSHIRE ICB - 15F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,*,*,*,0,*,*,0,0,*,*,*,*,*
2025-26,13,Dec 2025,CCGProv,15M,NHS DERBY AND DERBYSHIRE ICB - 15M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,15M,NHS DERBY AND DERBYSHIRE ICB - 15M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,15N,NHS DEVON ICB - 15N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,15N,NHS DEVON ICB - 15N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,*,*,*,*,0,0,*,*,0,0,*,*,*,*,0
2025-26,13,Dec 2025,CCGProv,16C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Dec 2025,CCGProv,16C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Dec 2025,CCGProv,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,*,0
2025-26,13,Dec 2025,CCGProv,26A,NHS NORFOLK AND WAVENEY ICB - 26A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,0,0,*,*,0,*,*,*,0,*,0,0,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,26A,NHS NORFOLK AND WAVENEY ICB - 26A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,*,*,0,*,0,0,*,*,*,*,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,27D,NHS CHESHIRE AND MERSEYSIDE ICB - 27D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,27D,NHS CHESHIRE AND MERSEYSIDE ICB - 27D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,36J,NHS WEST YORKSHIRE ICB - 36J,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,*,*,0,0,0,0,0,0,*,*,*,*,0
2025-26,13,Dec 2025,CCGProv,36L,NHS SOUTH WEST LONDON ICB - 36L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,10,*,*,*
2025-26,13,Dec 2025,CCGProv,36L,NHS SOUTH WEST LONDON ICB - 36L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,10,*,10,10,*,15,*,*,*,*,10,*,15,15,*,20,*
2025-26,13,Dec 2025,CCGProv,42D,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,42D,NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,*,*,*,0,0,0,*,0,0,0,*,*,*
2025-26,13,Dec 2025,CCGProv,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,10,0
2025-26,13,Dec 2025,CCGProv,70F,NHS SUSSEX ICB - 70F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,70F,NHS SUSSEX ICB - 70F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,15,15,10,*,25,35,*,80,*,*,15,15,10,10,40,45,*,100,*
2025-26,13,Dec 2025,CCGProv,71E,NHS LINCOLNSHIRE ICB - 71E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,0,0,0,*,0,0,*,*,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,71E,NHS LINCOLNSHIRE ICB - 71E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,72Q,NHS SOUTH EAST LONDON ICB - 72Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,*,*,*,*,15,20,*,40,*,*,*,*,10,*,25,25,*,45,*
2025-26,13,Dec 2025,CCGProv,72Q,NHS SOUTH EAST LONDON ICB - 72Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,25,25,35,*,65,70,*,250,15,*,25,30,40,*,90,95,10,340,15
2025-26,13,Dec 2025,CCGProv,78H,NHS NORTHAMPTONSHIRE ICB - 78H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,78H,NHS NORTHAMPTONSHIRE ICB - 78H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,7A1,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,7A1,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,7A2,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0
2025-26,13,Dec 2025,CCGProv,7A2,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,7A3,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2025-26,13,Dec 2025,CCGProv,7A3,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,0,0
2025-26,13,Dec 2025,CCGProv,7A4,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,*,0,0,0,*,0,0,0,*,0,*
2025-26,13,Dec 2025,CCGProv,7A4,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,0,*,0,0,*,*,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,7A5,-,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Dec 2025,CCGProv,7A7,-,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,84H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,84H,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,0,10,0,0,*,*,*,0,*,*,0,10,0
2025-26,13,Dec 2025,CCGProv,91Q,NHS KENT AND MEDWAY ICB - 91Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,670,5360,6030,4505,11030,17920,28955,1385,43015,2595,720,5360,6085,5505,12055,25080,37140,1775,51295,3280
2025-26,13,Dec 2025,CCGProv,91Q,NHS KENT AND MEDWAY ICB - 91Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,570,4830,5405,3505,8540,8035,16575,1155,41245,1735,660,4830,5490,4000,8635,11230,19865,1295,49475,2015
2025-26,13,Dec 2025,CCGProv,92A,NHS SURREY HEARTLANDS ICB - 92A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,92A,NHS SURREY HEARTLANDS ICB - 92A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,*,*,10,10,0,*,*,*,45,*,*,*,10,10,0,15,15,*,55,*
2025-26,13,Dec 2025,CCGProv,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,*,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,*,*,0,0,*,*,0,0,0,0,*,*,0
2025-26,13,Dec 2025,CCGProv,93C,NHS NORTH CENTRAL LONDON ICB - 93C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,*,*,0,0,0,0,*,0,*,*,*,10,0
2025-26,13,Dec 2025,CCGProv,93C,NHS NORTH CENTRAL LONDON ICB - 93C,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,*,10,*,0,*,*,*,0,*,*,*,10,*
2025-26,13,Dec 2025,CCGProv,97R,NHS SUSSEX ICB - 97R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,10,10,*,*,25,25,*,50,*,*,10,10,*,*,35,40,*,50,*
2025-26,13,Dec 2025,CCGProv,97R,NHS SUSSEX ICB - 97R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,55,440,495,355,680,745,1425,70,2905,100,65,440,505,405,680,1025,1705,85,3445,120
2025-26,13,Dec 2025,CCGProv,97T,SOUTH EAST - H&J COMMISSIONING HUB,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,*,*,0,*,*,0,0,0,0,*,*,*,0,*,*
2025-26,13,Dec 2025,CCGProv,97T,SOUTH EAST - H&J COMMISSIONING HUB,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,10,20,30,*,35,*,0,*,*,*,10,20,30,*,35,*
2025-26,13,Dec 2025,CCGProv,99A,NHS CHESHIRE AND MERSEYSIDE ICB - 99A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,99C,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Dec 2025,CCGProv,99E,NHS MID AND SOUTH ESSEX ICB - 99E,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,*,0,0,0,0,*,*,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,99E,NHS MID AND SOUTH ESSEX ICB - 99E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,*,0,*,0,*,*,0,0,0,*,*,0,*,0,*,*
2025-26,13,Dec 2025,CCGProv,99F,NHS MID AND SOUTH ESSEX ICB - 99F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,99F,NHS MID AND SOUTH ESSEX ICB - 99F,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,99G,NHS MID AND SOUTH ESSEX ICB - 99G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,99G,NHS MID AND SOUTH ESSEX ICB - 99G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,A3A8R,NHS NORTH EAST LONDON ICB - A3A8R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,*,*,*,0,15,*,0,0,0,*,*,10,10,0,15,*
2025-26,13,Dec 2025,CCGProv,A3A8R,NHS NORTH EAST LONDON ICB - A3A8R,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,10,*,15,15,*,10,*,0,*,*,10,*,20,25,*,15,*
2025-26,13,Dec 2025,CCGProv,B2M3M,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,*,*,0,0,0,0,0,0,*,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,B2M3M,NHS COVENTRY AND WARWICKSHIRE ICB - B2M3M,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,0,0,0,0,0,*,0,0,*,*,0,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,D2P2L,NHS BLACK COUNTRY ICB - D2P2L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2025-26,13,Dec 2025,CCGProv,D2P2L,NHS BLACK COUNTRY ICB - D2P2L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Dec 2025,CCGProv,D4U1Y,NHS FRIMLEY ICB - D4U1Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,*,*,*,*,*,0,0,*,*,*,*,*,*,*,*,0
2025-26,13,Dec 2025,CCGProv,D4U1Y,NHS FRIMLEY ICB - D4U1Y,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,*,0,*,0,*,*,0,0,0,0,*,0,*,0,*,*
2025-26,13,Dec 2025,CCGProv,D9Y0V,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,*,0,*,*,0,*,0,0,*,*,*,0,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,D9Y0V,NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,*,*,*,10,0,0,0,0,*,0,*,*,*,10,0
2025-26,13,Dec 2025,CCGProv,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,*,*,0,*,*,*,0,*,0,0,*,*,0,*,*,*,0,*,0
2025-26,13,Dec 2025,CCGProv,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,0,*,*,0,10,0,0,*,*,*,0,*,*,0,10,0
2025-26,13,Dec 2025,CCGProv,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Dec 2025,CCGProv,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN ICB - M2L0M",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Dec 2025,CCGProv,W2U3Z,NHS NORTH WEST LONDON ICB - W2U3Z,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,*,0,*,*,*,*,10,0,15,*,*,0,*,*,*,10,10,*,15,*
2025-26,13,Dec 2025,CCGProv,W2U3Z,NHS NORTH WEST LONDON ICB - W2U3Z,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,*,*,*,*,*,*,*,15,*,0,*,*,*,*,*,10,*,15,*
2025-26,13,Dec 2025,CCGProv,X2C4Y,NHS WEST YORKSHIRE ICB - X2C4Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Jan 2026,CCGProv,00L,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Jan 2026,CCGProv,00N,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
2025-26,13,Jan 2026,CCGProv,00P,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2025-26,13,Jan 2026,CCGProv,00Q,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,00R,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Jan 2026,CCGProv,00V,NHS GREATER MANCHESTER ICB - 00V,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Jan 2026,CCGProv,00X,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 00X,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*
2025-26,13,Jan 2026,CCGProv,00Y,NHS GREATER MANCHESTER ICB - 00Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,01A,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01A,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,0,0,0,0,0,0,*,*,0,*,0
2025-26,13,Jan 2026,CCGProv,01F,NHS CHESHIRE AND MERSEYSIDE ICB - 01F,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,01G,NHS GREATER MANCHESTER ICB - 01G,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Jan 2026,CCGProv,01G,NHS GREATER MANCHESTER ICB - 01G,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,*,0,*,0,0,0,0,0,0,0,*,0,*,0,0,0
2025-26,13,Jan 2026,CCGProv,01K,NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,*,*,0,*,*
2025-26,13,Jan 2026,CCGProv,01W,NHS GREATER MANCHESTER ICB - 01W,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,02Q,NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Jan 2026,CCGProv,02Y,NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,03K,NHS HUMBER AND NORTH YORKSHIRE ICB - 03K,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,03L,NHS SOUTH YORKSHIRE ICB - 03L,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,*,0,0,0,0,*,0,0,0,*,*,0
2025-26,13,Jan 2026,CCGProv,03N,NHS SOUTH YORKSHIRE ICB - 03N,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,03N,NHS SOUTH YORKSHIRE ICB - 03N,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0
2025-26,13,Jan 2026,CCGProv,03Q,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,*,0,*,0,*,*,0,0,0,0,*,0,*,0,*,*
2025-26,13,Jan 2026,CCGProv,03Q,NHS HUMBER AND NORTH YORKSHIRE ICB - 03Q,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0
2025-26,13,Jan 2026,CCGProv,03R,NHS WEST YORKSHIRE ICB - 03R,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0
2025-26,13,Jan 2026,CCGProv,03W,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND ICB - 03W",RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,*,*,0,0,0
